,公司代號,公司名稱,實收資本額
579,3311,閎暉實業股份有限公司,680000000
580,3312,弘憶國際股份有限公司,1251140500
581,3321,同泰電子科技股份有限公司,1561448250
582,3338,泰碩電子股份有限公司,878771410
583,3346,麗清科技股份有限公司,924197700
584,3356,奇偶科技股份有限公司,898257030
585,3376,新日興股份有限公司,1924053460
586,3380,明泰科技股份有限公司,5417184600
587,3383,新世紀光電股份有限公司,700000000
588,3406,玉晶光電股份有限公司,1118820630
589,3413,京鼎精密科技股份有限公司,876714140
590,3416,融程電訊股份有限公司,724759470
591,3419,譁裕實業股份有限公司,1204804170
592,3432,台端興業股份有限公司,665860000
593,3437,榮創能源科技股份有限公司,1445480000
594,3443,創意電子股份有限公司,1340119110
595,3450,聯鈞光電股份有限公司,1456813820
596,3454,晶睿通訊股份有限公司,869573930
597,3481,群創光電股份有限公司,102483195990
598,3494,誠研科技股份有限公司,1794506340
599,3501,維熹科技股份有限公司,1182579270
600,3504,揚明光學股份有限公司,1140597850
601,3515,華擎科技股份有限公司,1206424290
602,3518,柏騰科技股份有限公司,807522300
603,3528,安馳科技股份有限公司,656159660
604,3530,晶相光電股份有限公司,781109000
605,3532,台塑勝高科技股份有限公司,3878483000
606,3533,嘉澤端子工業股份有限公司,1034779000
607,3535,晶彩科技股份有限公司,790523560
608,3536,誠創科技股份有限公司,1068000000
609,3543,州巧科技股份有限公司,892631500
610,3545,敦泰電子股份有限公司,2162769420
611,3550,聯穎科技股份有限公司,850000000
612,3557,嘉威生活股份有限公司,723004150
613,3563,牧德科技股份有限公司,447282340
614,3576,聯合再生能源股份有限公司,15079002650
615,3583,辛耘企業股份有限公司,811390000
616,3588,通嘉科技股份有限公司,477742000
617,3591,艾笛森光電股份有限公司,1225563790
618,3593,力銘科技股份有限公司,930424160
619,3596,智易科技股份有限公司,2084244800
620,3605,宏致電子股份有限公司,1223958840
621,3607,谷崧精密工業股份有限公司,1216622390
622,3617,碩天科技股份有限公司,809510000
623,3622,洋華光電股份有限公司,1513276000
624,3645,達邁科技股份有限公司,1307598940
625,3653,健策精密工業股份有限公司,1222254020
626,3661,世芯電子股份有限公司,704503180
627,3665,貿聯控股(BizLink Holding Inc.),1336362950
628,3669,圓展科技股份有限公司,929199500
629,3673,"TPK Holding Co., Ltd.",4066637590
630,3679,新至陞科技股份有限公司,625612290
631,3682,亞太電信股份有限公司,38171963990
632,3686,達能科技股份有限公司,1135136430
633,3694,海華科技股份有限公司,1504418080
634,3701,大眾全球投資控股股份有限公司,1903445540
635,3702,大聯大投資控股股份有限公司,18790568330
636,3703,欣陸投資控股股份有限公司,8232159800
637,3704,合勤投資控股股份有限公司,4483478550
638,3705,永信國際投資控股股份有限公司,2664229830
639,3706,神達投資控股股份有限公司,12065567890
640,3708,上緯國際投資控股股份有限公司,935046040
641,3711,日月光投資控股股份有限公司,43794280320
642,3712,永崴投資控股股份有限公司,2462421460
643,3714,富采投資控股股份有限公司,6852514600
644,4104,佳醫健康事業股份有限公司,1411489700
645,4106,雃博股份有限公司,1009115570
646,4108,懷特生技新藥股份有限公司,1986188790
647,4119,旭富製藥科技股份有限公司,794853100
648,4133,亞諾法生技股份有限公司,605535940
649,4137,麗豐股份有限公司,794923500
650,4141,龍燈環球農業科技有限公司,1750753260
651,4142,國光生物科技股份有限公司,4295077500
652,4148,全宇生技控股有限公司,640340010
653,4155,訊映光電股份有限公司,949336510
654,4164,承業生醫投資控股股份有限公司,1570673550
655,4190,佐登妮絲集團股份有限公司,609147000
656,4306,炎洲股份有限公司,5759043670
657,4414,如興股份有限公司,8189149490
658,4426,利勤實業股份有限公司,1726771980
659,4438,廣越企業股份有限公司,1033752920
660,4439,冠星集團控股有限公司,315000000
661,4526,東台精機股份有限公司,2548264610
662,4532,瑞智精密股份有限公司,5049151050
663,4536,拓凱實業股份有限公司,908200000
664,4540,全球傳動科技股份有限公司,941780000
665,4545,銘鈺精密工業股份有限公司,770000000
666,4551,智伸科技股份有限公司,1152224980
667,4552,力達控股有限公司,1160000000
668,4555,台灣氣立股份有限公司,669926170
669,4557,永新控股股份有限公司,398080000
670,4560,強信機械科技股份有限公司,681629900
671,4562,穎漢科技股份有限公司,675460000
672,4564,元翎精密工業股份有限公司,1827883030
673,4566,時碩工業股份有限公司,715162330
674,4571,鈞興機電國際股份有限公司,483920000
675,4572,駐龍精密機械股份有限公司,358000000
676,4576,大銀微系統股份有限公司,1186156910
677,4581,World Known MFG(Cayman)Limited,338990000
678,4720,德淵企業股份有限公司,909785900
679,4722,國精化學股份有限公司,1000091590
680,4737,華廣生技股份有限公司,619632940
681,4739,康普材料科技股份有限公司,1030292690
682,4746,台耀化學股份有限公司,1083125500
683,4755,三福化工股份有限公司,1007060000
684,4763,濟南大自然新材料股份有限公司,585756050
685,4764,雙鍵化工股份有限公司,754206150
686,4766,南寶樹脂化學工廠股份有限公司,1205707800
687,4807,日成控股股份有限公司,383860000
688,4904,遠傳電信股份有限公司,32585008100
689,4906,正文科技股份有限公司,3629215470
690,4912,聯德控股股份有限公司,543769800
691,4915,致伸科技股份有限公司,4515183240
692,4916,事欣科技股份有限公司,834515680
693,4919,新唐科技股份有限公司,3906736460
694,4927,泰鼎國際股份有限公司,1899379880
695,4930,燦星網通股份有限公司,1343000000
696,4934,太極能源科技股份有限公司,2000000000
697,4935,茂林光電科技(開曼)股份有限公司,1309370910
698,4938,和碩聯合科技股份有限公司,26627876560
699,4942,嘉彰股份有限公司,1423676130
700,4943,開曼康而富控股股份有限公司,1572005820
701,4952,凌通科技股份有限公司,1088158160
702,4956,光鋐科技股份有限公司,1004082360
703,4958,臻鼎科技控股股份有限公司,9470491610
704,4960,誠美材料科技股份有限公司,6657285000
705,4961,天鈺科技股份有限公司,1665579120
706,4967,十銓科技股份有限公司,744865350
707,4968,立積電子股份有限公司,631920780
708,4976,佳凌科技股份有限公司,1188070000
709,4977,眾達科技股份有限公司,686898410
710,4989,李長榮科技股份有限公司,1530850000
711,4994,傳奇網路遊戲股份有限公司,1106390000
712,4999,鑫禾科技股份有限公司,744172000
713,5007,三星科技股份有限公司,2949401540
714,5203,訊連科技股份有限公司,787933000
715,5215,科嘉(開曼)股份有限公司,643375000
716,5225,東科控股股份有限公司,614180000
717,5234,達興材料股份有限公司,1027159110
718,5243,乙盛精密工業股份有限公司,1685289150
719,5258,虹堡科技股份有限公司,895425790
720,5269,祥碩科技股份有限公司,692206410
721,5283,禾聯碩股份有限公司,730004250
722,5284,經寶精密控股股份有限公司,436646080
723,5285,界霖科技股份有限公司,940892590
724,5288,開曼商豐祥控股股份有限公司,658261530
725,5388,中磊電子股份有限公司,2517747670
726,5434,崇越科技股份有限公司,1816995670
727,5469,瀚宇博德股份有限公司,5284413520
728,5471,松翰科技股份有限公司,1678770620
729,5484,慧友電子股份有限公司,681150930
730,5515,建國工程股份有限公司,2574401050
731,5519,隆大營建事業股份有限公司,2191971800
732,5521,工信工程股份有限公司,4475274130
733,5522,遠雄建設事業股份有限公司,7815962410
734,5525,順天建設股份有限公司,2645912660
735,5531,鄉林建設事業股份有限公司,9775892450
736,5533,皇鼎建設開發股份有限公司,2852449440
737,5534,長虹建設股份有限公司,2903259600
738,5538,開曼東明控股股份有限公司,1682678570
739,5546,永固集團股份有限公司,823395520
740,5607,遠雄自貿港投資控股股份有限公司,2299791000
741,5608,四維航業股份有限公司,2792670900
742,5706,鳳凰國際旅行社股份有限公司,671173170
743,5871,中租控股股份有限公司,15313280310
744,5876,上海商業儲蓄銀行股份有限公司,44816031400
745,5880,合作金庫金融控股股份有限公司,133342237260
746,5906,台南生活(開曼)股份有限公司,300000000
747,5907,Grand Ocean RetailGroupLimited,1955310000
748,6005,群益金鼎證券股份有限公司,21709080970
749,6024,群益期貨股份有限公司,2104375840
750,6108,競國實業股份有限公司,1598993110
751,6112,聚碩科技股份有限公司,1883573360
752,6115,鎰勝工業股份有限公司,1876621540
753,6116,瀚宇彩晶股份有限公司,30271868510
754,6117,迎廣科技股份有限公司,886500000
755,6120,達運精密工業股份有限公司,6655551140
756,6128,上福全球科技股份有限公司,1275887400
757,6133,金橋科技股份有限公司,1170062940
758,6136,富爾特科技股份有限公司,1155364120
759,6139,亞翔工程股份有限公司,2255409290
760,6141,柏承科技股份有限公司,1289144500
761,6142,友勁科技股份有限公司,3307792150
762,6152,百一電子股份有限公司,1677384630
763,6153,嘉聯益科技股份有限公司,5561776940
764,6155,鈞寶電子工業股份有限公司,868426570
765,6164,華興電子工業股份有限公司,1000002390
766,6165,浪凡網路科技股份有限公司,532424030
767,6166,凌華科技股份有限公司,2174972570
768,6168,宏齊科技股份有限公司,2060698010
769,6172,互億科技股份有限公司,300000000
770,6176,瑞儀光電股份有限公司,4650272630
771,6177,達麗建設事業股份有限公司,3803045250
772,6183,關貿網路股份有限公司,1500000000
773,6184,大豐有線電視股份有限公司,1582306570
774,6189,豐藝電子股份有限公司,1791260390
775,6191,精成科技股份有限公司,5155469030
776,6192,巨路國際股份有限公司,1068397450
777,6196,帆宣系統科技股份有限公司,1873382000
778,6197,佳必琪國際股份有限公司,1220858820
779,6201,亞弘電科技股份有限公司,892000000
780,6202,盛群半導體股份有限公司,2261682000
781,6205,詮欣股份有限公司,720290220
782,6206,飛捷科技股份有限公司,1430623240
783,6209,今國光學工業股份有限公司,1631469310
784,6213,聯茂電子股份有限公司,3329572180
785,6214,精誠資訊股份有限公司,2693933040
786,6215,和椿科技股份有限公司,827896930
787,6216,居易科技股份有限公司,864908870
788,6224,聚鼎科技股份有限公司,847018380
789,6225,天瀚科技股份有限公司,437236550
790,6226,光鼎電子股份有限公司,1149517890
791,6230,尼得科超眾科技股份有限公司,863433960
792,6235,華孚科技股份有限公司,1701424560
793,6239,力成科技股份有限公司,7791466340
794,6243,迅杰科技股份有限公司,749766930
795,6251,定穎電子股份有限公司,2775140320
796,6257,矽格股份有限公司,4426113340
797,6269,台郡科技股份有限公司,3612025590
798,6271,同欣電子工業股份有限公司,1787082820
799,6277,宏正自動科技股份有限公司,1194711660
800,6278,台灣表面黏著科技股份有限公司,2923983530
801,6281,全國電子股份有限公司,991729450
802,6282,康舒科技股份有限公司,5166212950
803,6283,淳安電子股份有限公司,1479073430
804,6285,啟碁科技股份有限公司,3974143020
805,6288,聯嘉光電股份有限公司,1826840700
806,6289,華上光電股份有限公司,1047781360
807,6405,悅城科技股份有限公司,658000000
808,6409,旭隼科技股份有限公司,874193670
809,6412,群光電能科技股份有限公司,3921471840
810,6414,樺漢科技股份有限公司,968120190
811,6415,矽力杰股份有限公司,935310050
812,6416,瑞祺電通股份有限公司,731273560
813,6426,統新光訊股份有限公司,385090000
814,6431,光麗光電科技股份有限公司,504428350
815,6438,迅得機械股份有限公司,623456800
816,6442,光紅建聖股份有限公司,693000000
817,6443,元晶太陽能科技股份有限公司,4457967300
818,6449,鈺邦科技股份有限公司,889535140
819,6451,訊芯科技控股股份有限公司,1074648000
820,6456,GIS Holding Limited,3379398000
821,6464,台灣數位光訊科技股份有限公司,1246986000
822,6477,安集科技股份有限公司,1141820790
823,6491,晶碩光學股份有限公司,700000000
824,6504,南六企業股份有限公司,726000000
825,6505,台塑石化股份有限公司,95259596520
826,6515,穎崴科技股份有限公司,338410000
827,6525,捷敏股份有限公司,1290473840
828,6531,愛普科技股份有限公司,743326230
829,6533,晶心科技股份有限公司,426509110
830,6541,泰福生技股份有限公司,3120047010
831,6552,易華電子股份有限公司,830000000
832,6558,興能高科技股份有限公司,868812500
833,6573,虹揚發展科技股份有限公司,804993450
834,6579,研揚科技股份有限公司,1484984680
835,6581,台灣鋼聯股份有限公司,1112708870
836,6582,申豐特用應材股份有限公司,1061741410
837,6591,動力科技股份有限公司,320979270
838,6592,和潤企業股份有限公司,5150004070
839,6598,Applied BioCode Corporation,816972180
840,6605,帝寶工業股份有限公司,1658163970
841,6625,必應創造股份有限公司,448734440
842,6641,基士德科技股份有限公司,340000000
843,6655,科定企業股份有限公司,739685000
844,6666,羅麗芬控股股份有限公司,473880000
845,6668,中揚光電股份有限公司,683309280
846,6669,緯穎科技服務股份有限公司,1748407910
847,6670,復盛應用科技股份有限公司,1310300000
848,6671,三能集團控股股份有限公司,607500000
849,6672,騰輝電子國際集團股份有限公司,714543450
850,6674,鋐寶科技股份有限公司,669703910
851,6698,旭暉應用材料股份有限公司,663897530
852,6706,惠特科技股份有限公司,721779350
853,6715,嘉基科技股份有限公司,570000000
854,6743,安普新股份有限公司,1220000000
855,6754,匯僑室內裝修設計股份有限公司,660000000
856,6756,威鋒電子股份有限公司,675000000
857,6768,志強國際企業股份有限公司,1960456170
858,6776,展碁國際股份有限公司,815814300
859,6781,"AES Holding Co., Ltd.",854187800
860,8011,台通光電股份有限公司,1476424170
861,8016,矽創電子股份有限公司,1201368760
862,8021,尖點科技股份有限公司,1421804670
863,8028,昇陽國際半導體股份有限公司,1324080000
864,8033,雷虎科技股份有限公司,1126297750
865,8039,台虹科技股份有限公司,2091196920
866,8046,南亞電路板股份有限公司,6461654870
867,8070,長華電材股份有限公司,679288696
868,8072,陞泰科技股份有限公司,800000000
869,8081,致新科技股份有限公司,861720720
870,8101,華冠通訊股份有限公司,2080887950
871,8103,瀚荃股份有限公司,789534130
872,8104,錸寶科技股份有限公司,678919510
873,8105,凌巨科技股份有限公司,4415448510
874,8110,華東科技股份有限公司,5217218760
875,8112,至上電子股份有限公司,4284964730
876,8114,振樺電子股份有限公司,1060749190
877,8131,福懋科技股份有限公司,4422222230
878,8150,南茂科技股份有限公司,7272401260
879,8163,達方電子股份有限公司,2800000010
880,8201,無敵科技股份有限公司,623662750
881,8210,勤誠興業股份有限公司,1208609500
882,8213,志超科技股份有限公司,2712424880
883,8215,明基材料股份有限公司,3206745140
884,8222,寶一科技股份有限公司,685735000
885,8249,菱光科技股份有限公司,1270550000
886,8261,富鼎先進電子股份有限公司,813404930
887,8271,宇瞻科技股份有限公司,1018243460
888,8341,日友環保科技股份有限公司,1115000000
889,8367,建新國際股份有限公司,811319380
890,8374,羅昇企業股份有限公司,1122504870
891,8404,百和興業股份有限公司(開曼),3151781260
892,8411,福貞控股股份有限公司,1753981850
893,8422,可寧衛股份有限公司,1088880000
894,8427,基勝（開曼）控股股份有限公司,1042610000
895,8429,金麗集團控股有限公司,1857471510
896,8442,威宏控股股份有限公司,599996820
897,8443,阿瘦實業股份有限公司,668000000
898,8454,富邦媒體科技股份有限公司,1400585000
899,8462,柏文健康事業股份有限公司,737189800
900,8463,潤泰精密材料股份有限公司,1500000000
901,8464,億豐綜合工業股份有限公司,2930202000
902,8466,美吉吉國際股份有限公司,660590000
903,8467,波力環球企業股份有限公司,495340000
904,8473,山林水環境工程股份有限公司,1348122970
905,8478,東哥企業股份有限公司,908862760
906,8480,泰昇國際(控股)有限公司,392700000
907,8481,政伸企業股份有限公司,666018660
908,8482,商億全球控股有限公司,1104440000
909,8488,吉源控股股份有限公司,675000000
910,8499,鼎炫投資控股股份有限公司,518553080
911,8926,台灣汽電共生股份有限公司,5890485950
912,8940,新天地國際實業股份有限公司,674910320
913,8996,高力熱處理工業股份有限公司,893840800
914,9103,美德向邦醫療國際股份有限公司,827042000
915,910322,康師傅控股有限公司,916513457
916,9105,泰金寶科技股份有限公司,4400993848
917,910861,神州數碼控股有限公司,644726418
918,9110,越南製造加工出口控股有限公司,38168000
919,911608,明輝環球企業有限公司,526896000
920,911616,杜康控股有限公司,1114306448
921,911622,聚亨企業集團(泰國)大眾有限公司,5580795712
922,911868,同方友友控股有限公司,356242582
923,912000,晨訊科技集團有限公司,1063575000
924,912398,友佳國際控股有限公司,19067544
925,9136,巨騰國際控股有限公司,440764000
926,9188,精熙國際(開曼)有限公司,31662604
927,9802,鈺齊國際股份有限公司,1861950380
928,9902,台火開發股份有限公司,980496000
929,9904,寶成工業股份有限公司,29467872130
930,9905,大華金屬工業股份有限公司,3050000000
931,9906,欣巴巴事業股份有限公司,833439810
932,9907,統一實業股份有限公司,15791453420
933,9908,大台北區瓦斯股份有限公司,5163580000
934,9910,豐泰企業股份有限公司,8816810990
935,9911,台灣櫻花股份有限公司,2211211880
936,9912,偉聯科技股份有限公司,546245690
937,9914,美利達工業股份有限公司,2989838000
938,9917,中興保全科技股份有限公司,4511970930
939,9918,欣欣天然氣股份有限公司,1805374530
940,9919,康那香企業股份有限公司,1953627500
941,9921,巨大機械工業股份有限公司,3750646260
942,9924,台灣福興工業股份有限公司,1884521700
943,9925,台灣新光保全股份有限公司,3874896050
944,9926,新海瓦斯股份有限公司,1795040750
945,9927,泰銘實業股份有限公司,2091481670
946,9928,中國電視事業股份有限公司,1507245830
947,9929,秋雨創新股份有限公司,1012800000
948,9930,中聯資源股份有限公司,2485403680
949,9931,欣高石油氣股份有限公司,1104305530
950,9933,中鼎工程股份有限公司,7633746810
951,9934,成霖企業股份有限公司,3581639620
952,9935,慶豐富實業股份有限公司,1696233420
953,9937,全國加油站股份有限公司,3090430000
954,9938,台灣百和工業股份有限公司,2979639020
955,9939,宏全國際股份有限公司,2877858790
956,9940,信義房屋股份有限公司,7368465000
957,9941,裕融企業股份有限公司,4323013370
958,9942,茂順密封元件科技股份有限公司,831613200
959,9943,好樂迪股份有限公司,1473176000
960,9944,新麗企業股份有限公司,1091071000
961,9945,潤泰創新國際股份有限公司,15048809980
962,9946,三發地產股份有限公司(原:金革),3110039530
963,9955,佳龍科技工程股份有限公司,1032082290
964,9958,世紀鋼鐵結構股份有限公司,2301021400
0,1240,茂生農經股份有限公司,350097000
1,1258,其祥生物科技控股有限公司,368197910
2,1259,安心食品服務股份有限公司,323895000
3,1264,德麥食品股份有限公司,336959700
4,1268,漢來美食股份有限公司,377237300
5,1336,台翰精密科技股份有限公司,770984190
6,1565,精華光學股份有限公司,504165160
7,1569,濱川企業股份有限公司,1206783870
8,1570,力肯實業股份有限公司,515008390
9,1580,新麥企業股份有限公司,502302420
10,1584,精剛精密科技股份有限公司,1224705330
11,1586,和勤精機股份有限公司,841572250
12,1591,英屬開曼群島商駿吉控股(股)公司,331648070
13,1593,祺驊股份有限公司,352178990
14,1595,川寶科技股份有限公司,471481340
15,1599,宏佳騰動力科技股份有限公司,754997640
16,1742,台灣蠟品股份有限公司,715500000
17,1752,南光化學製藥股份有限公司,1009884720
18,1777,生泰合成工業股份有限公司,300595500
19,1781,合世生醫科技股份有限公司,474076050
20,1784,訊聯生物科技股份有限公司,496269240
21,1785,光洋應用材料科技股份有限公司,5919312430
22,1788,杏昌生技股份有限公司,387579860
23,1796,金穎生物科技股份有限公司,400173910
24,1799,易威生醫科技股份有限公司,1393796780
25,1813,寶利徠光學科技股份有限公司,466355100
26,1815,富喬工業股份有限公司,4178964980
27,2035,唐榮鐵工廠股份有限公司,3500000000
28,2061,風青實業股份有限公司,469287580
29,2063,世鎧精密股份有限公司,450000000
30,2064,晉椿工業股份有限公司,696300000
31,2065,世豐螺絲股份有限公司,453235000
32,2066,世德工業股份有限公司,365028700
33,2067,嘉鋼精密工業股份有限公司,451381770
34,2070,精湛光學科技股份有限公司,357828000
35,2221,大甲永和機械工業股份有限公司,423250000
36,2230,泰茂實業股份有限公司,399131940
37,2235,謚源實業股份有限公司,358780000
38,2596,綠意開發股份有限公司,1000000000
39,2640,台灣大車隊股份有限公司,564428150
40,2641,正德海運股份有限公司,1526358880
41,2643,捷迅股份有限公司,300000000
42,2718,晶悅國際飯店股份有限公司,725760000
43,2719,燦星國際旅行社股份有限公司,340721000
44,2724,富驛酒店集團有限公司,793126900
45,2726,雅茗天地股份有限公司,365544120
46,2729,瓦城泰統股份有限公司,232663330
47,2732,六角國際事業股份有限公司,434043770
48,2734,易飛網國際旅行社股份有限公司,302597600
49,2736,高野大飯店股份有限公司,489923830
50,2740,天蔥國際股份有限公司,131854840
51,2743,山富國際旅行社股份有限公司,320317000
52,2745,五福旅行社股份有限公司,293085260
53,2752,豆府股份有限公司,230199840
54,2754,亞洲藏壽司股份有限公司,458360000
55,2755,揚秦國際企業股份有限公司,200000000
56,2916,滿心企業股份有限公司,546268780
57,2924,開曼東凌股份有限公司,328051740
58,2926,誠品生活股份有限公司,473896500
59,2928,紅馬集團股份有限公司,473011540
60,2937,集雅社股份有限公司,328600000
61,3064,泰偉電子股份有限公司,267384250
62,3066,李洲科技股份有限公司,830706120
63,3067,全域股份有限公司,290252400
64,3071,協禧電機股份有限公司,1100000000
65,3073,天方能源科技股份有限公司,170995560
66,3078,僑威科技股份有限公司,2273910640
67,3081,聯亞光電工業股份有限公司,913691770
68,3083,中華網龍股份有限公司,861163580
69,3085,創新新零售股份有限公司,480385770
70,3086,華義國際數位娛樂股份有限公司,193694000
71,3088,艾訊股份有限公司,834499270
72,3089,元炬科研股份有限公司,601133140
73,3093,台灣港建股份有限公司,362888940
74,3095,及成企業股份有限公司,1092763210
75,3105,穩懋半導體股份有限公司,4240413840
76,3114,好德科技股份有限公司,590800000
77,3115,寶島極光股份有限公司,436976000
78,3118,進階生物科技股份有限公司,324528600
79,3122,笙泉科技股份有限公司,382999340
80,3128,昇銳電子股份有限公司,420000000
81,3131,弘塑科技股份有限公司,292160150
82,3141,晶宏半導體股份有限公司,655305230
83,3144,新揚科技股份有限公司,1006377500
84,3147,大綜電腦系統股份有限公司,340060990
85,3152,璟德電子工業股份有限公司,690162000
86,3162,精確實業股份有限公司,765313420
87,3163,波若威科技股份有限公司,752868990
88,3169,亞信電子股份有限公司,621969810
89,3171,新洲全球股份有限公司,667035150
90,3176,基亞生物科技股份有限公司,1390985050
91,3178,公準精密工業股份有限公司,450500000
92,3188,鑫龍騰開發股份有限公司,1202951200
93,3191,和進電子股份有限公司,571947610
94,3202,樺晟電子股份有限公司,1171648700
95,3205,佰研生化科技股份有限公司,327726310
96,3206,志豐電子股份有限公司,539166210
97,3207,耀勝電子股份有限公司,437703410
98,3211,順達科技股份有限公司,1474805210
99,3213,茂訊電腦股份有限公司,586855470
100,3217,優群科技股份有限公司,901042030
101,3218,大學光學科技股份有限公司,761230000
102,3219,倚強科技股份有限公司,702839680
103,3221,台灣嘉碩科技股份有限公司,1029004100
104,3224,三顧股份有限公司,580160450
105,3226,至寶光電股份有限公司,644305730
106,3227,原相科技股份有限公司,1419650780
107,3228,金麗科技股份有限公司,677927050
108,3230,錦明實業股份有限公司,590109000
109,3232,昱捷股份有限公司,365678650
110,3234,光環科技股份有限公司,764746920
111,3236,千如電機工業股份有限公司,929208960
112,3252,海灣國際開發(股)公司,501957540
113,3259,鑫創科技股份有限公司,646876420
114,3260,威剛科技股份有限公司,2537916070
115,3264,欣銓科技股份有限公司,4901700760
116,3265,台星科股份有限公司,1362616590
117,3268,海德威電子工業股份有限公司,334262720
118,3272,東碩資訊股份有限公司,546143020
119,3276,宇環科技股份有限公司,697126660
120,3284,太普高精密影像股份有限公司,559617900
121,3285,微端科技股份有限公司,427353240
122,3287,廣寰科技股份有限公司,439704830
123,3288,點晶科技股份有限公司,226600600
124,3289,宜特科技股份有限公司,935751210
125,3290,東浦精密光電股份有限公司,995489260
126,3293,鈊象電子股份有限公司,704503900
127,3294,英濟股份有限公司,1320159190
128,3297,杭特電子股份有限公司,368394450
129,3303,岱稜科技股份有限公司,960896070
130,3306,鼎天國際股份有限公司,506077020
131,3310,佳穎精密企業股份有限公司,502604670
132,3313,斐成企業股份有限公司,987707760
133,3317,尼克森微電子股份有限公司,612515500
134,3322,建舜電子製造股份有限公司,966515200
135,3323,加百裕工業股份有限公司,803059140
136,3324,雙鴻科技股份有限公司,883940920
137,3325,旭品科技股份有限公司,846345790
138,3332,幸康電子股份有限公司,481042460
139,3339,泰谷光電科技股份有限公司,432816490
140,3354,律勝科技股份有限公司,701124260
141,3357,西北臺慶科技股份有限公司,1031340000
142,3360,尚立股份有限公司,687070540
143,3362,先進光電科技股份有限公司,1315458800
144,3363,上詮光纖通信股份有限公司,870739320
145,3372,台灣典範半導體股份有限公司,1721000000
146,3373,熱映光電股份有限公司,432898010
147,3374,精材科技股份有限公司,2713643160
148,3379,彬台科技股份有限公司,380417480
149,3388,崇越電通股份有限公司,740610000
150,3390,旭軟電子科技股份有限公司,675050590
151,3402,漢科系統科技股份有限公司,730476920
152,3426,台興電子企業股份有限公司,264000000
153,3434,哲固資訊科技股份有限公司,227000000
154,3438,台灣類比科技股份有限公司,471658150
155,3441,聯一光電股份有限公司,400399200
156,3444,利機企業股份有限公司,391145860
157,3455,由田新技股份有限公司,614687500
158,3465,進泰電子科技股份有限公司,321603350
159,3466,致振企業股份有限公司,608875730
160,3479,安勤科技股份有限公司,701941640
161,3483,力致科技股份有限公司,706861760
162,3484,崧騰企業股份有限公司,697365570
163,3489,森寶開發股份有限公司,831306700
164,3490,單井工業股份有限公司,570064350
165,3491,昇達科技股份有限公司,621586620
166,3492,長盛科技股份有限公司,355316000
167,3498,陽程科技股份有限公司,634730080
168,3499,環天世通科技股份有限公司,549705960
169,3508,位速科技股份有限公司,1022177370
170,3511,矽瑪科技股份有限公司,799729450
171,3512,皇龍開發股份有限公司,840000000
172,3516,亞帝歐光電股份有限公司,505902160
173,3520,華盈電子股份有限公司,488467780
174,3521,鴻翊國際股份有限公司,467305750
175,3522,御頂國際股份有限公司,726000000
176,3523,迎輝科技股份有限公司,1030497800
177,3526,凡甲科技股份有限公司,547797410
178,3527,聚積科技股份有限公司,444451250
179,3529,力旺電子股份有限公司,760797420
180,3531,先益電子工業股份有限公司,611750110
181,3537,堡達實業股份有限公司,535647420
182,3540,曜越科技股份有限公司,666130440
183,3541,西柏科技股份有限公司,567871420
184,3546,宇峻奧汀科技股份有限公司,458833790
185,3548,兆利科技工業股份有限公司,601213980
186,3551,世禾科技股份有限公司,567748900
187,3552,同致電子企業股份有限公司,855929490
188,3555,重鵬生技股份有限公司,355500000
189,3556,禾瑞亞科技股份有限公司,594686750
190,3558,神準科技股份有限公司,490608810
191,3564,其陽科技股份有限公司,591231000
192,3567,逸昌科技股份有限公司,341270000
193,3570,大塚資訊科技股份有限公司,170970000
194,3577,泓格科技股份有限公司,528641770
195,3580,友威科技股份有限公司,394706570
196,3581,博磊科技股份有限公司,510060000
197,3587,閎康科技股份有限公司,623131570
198,3594,磐儀科技股份有限公司,715884990
